nct_id,study_title,study_status,conditions,interventions,sponsor,phases,Locations,start_date,completion_date
NCT04582916,PET Imaging of Cyclooxygenase in Participants With Major Depressive Disorder (MDD),RECRUITING,Depression,DRUG: 11C-MCI|DRUG: 11CPS13,National Institute of Mental Health (NIMH),PHASE1,"National Institutes of Health Clinical Center, Bethesda, Maryland, 20892, United States",2021-07-20,2030-04-11
NCT00043550,Treatments for Depression: Drug Versus Psychotherapy,COMPLETED,Depression,BEHAVIORAL: Supportive Expressive Therapy|DRUG: Sertraline|DRUG: Pill Placebo|DRUG: Venlafaxine,University of Pennsylvania,PHASE3,"University of Pennsylvania, Philadelphia, Pennsylvania, 19104, United States",2001-11,2009-06
NCT06824532,Veteran's Perceptions of Ketamine-Assisted Psychotherapy for Depression and End-of-Life,RECRUITING,Depression,,"Albany Research Institute, Inc.",,"Stratton VA Medical Center, Albany, New York, 12208, United States",2024-11-08,2025-04
NCT04655924,Artificial Intelligence in Depression - Medication Enhancement,COMPLETED,Depression,DEVICE: Clinical Decision Support System,Aifred Health,,"VA New Haven, VA Connecticut Healthcare System, West Haven, Connecticut, 06516, United States|South Florida Veterans Affairs, Miami, Florida, 33125, United States|Emory University, Atlanta, Georgia, 30322, United States|University of Michigan, Michigan Medicine, Ann Arbor, Michigan, 48109, United States|Salem VAMC, Salem, Virginia, 24153, United States|CAMH: The Centre for Addiction and Mental Health, Toronto, Ontario, M6J1H4, Canada|CIUSSS de l'Est-de-l'Île-de-Montréal, Montreal, Quebec, H1N3V2, Canada|CIUSSS De Centre Ouest De L'île de Montréal, Montreal, Quebec, H3T1E2, Canada|McGill University Health Care Centre (MUHC), Montreal, Quebec, H4A3J1, Canada|CIUSSS De L'Ouest de L'île de Montréal, Montreal, Quebec, H4H1R3, Canada|Douglas Mental Health University Institute, Verdun, Quebec, H4H 1R3, Canada",2022-06-16,2023-12-31
NCT04663841,Neural Circuit Biomarkers of Transcranial Magnetic Stimulation Study,ACTIVE_NOT_RECRUITING,Depression,OTHER: transcranial magnetic stimulation,Stanford University,,"Stanford University Department of Psychiatry, Stanford, California, 94305, United States",2020-11-02,2026-05-31
NCT05767554,"Depression, Experiential Diversity, and Behavioral Novelty",COMPLETED,Depression,BEHAVIORAL: Brief modified behavioral activation,University of Texas at Austin,,"University of Texas at Austin Institute of Mental Health Research, Austin, Texas, 78712, United States",2023-04-21,2024-03-31
NCT02021669,Omega-3 for Depression and Other Cardiac Risk Factors - 2,COMPLETED,Depression,DRUG: Omega-3 supplement|DRUG: Placebo,Washington University School of Medicine,PHASE2,"Washington University Medical Center, St Louis, Missouri, 63108, United States",2014-05-14,2018-09-13
NCT03779477,"Effect of Coping With Stress Program to Depression, Anxiety, Brain Functions in Adolescent at High-Risk for Depression",COMPLETED,Depression,BEHAVIORAL: Coping with Stress Course,Dokuz Eylul University,,"Dokuz Eylul University, Izmir, Balçova, 35340, Turkey (Türkiye)",2018-11-05,2020-02-15
NCT05016388,Collaborative Multidimensional Intervention for Depression in Chile,UNKNOWN,Depression,OTHER: Collaborative Multidimensional Model (CMD)|OTHER: Standard Model (SM),University of Talca,,,2021-12-01,2023-03-31
NCT00837486,Reclaim Deep Brain Stimulation Clinical Study for Treatment-Resistant Depression,COMPLETED,Depression,DEVICE: Reclaim™ DBS System,MedtronicNeuro,PHASE2,"Massachusetts General Hospital, Charlestown, Massachusetts, 02129, United States|Cleveland Clinic Foundation, Cleveland, Ohio, 44195, United States|University of Pennsylvania, Philadelphia, Pennsylvania, 19104, United States|University of Pittsburgh Medical Center, Pittsburgh, Pennsylvania, 15213, United States|Butler Hospital, Providence, Rhode Island, 02906, United States",2009-02,2013-04
NCT01141426,Halifax Treatment Refractory Depression Trial,COMPLETED,Depression,BEHAVIORAL: Intensive Short-term Dynamic Psychotherapy|BEHAVIORAL: Secondary Care Treatment as Usual,Joel Town,,"Capital District Health Authority, Halifax, Nova Scotia, B3H 2E2, Canada",2012-09,2017-10
NCT05464550,Role of Self-focused Attention in Depression,COMPLETED,Depression,BEHAVIORAL: Eye tracker,Centre Hospitalier Henri Laborit,,"Centre Hospitalier Henri Laborit, Poitiers, 86000, France",2021-12-08,2022-06-16
NCT00227955,Comparing Various Treatments for Achieving and Maintaining Remission of Depression,COMPLETED,Depression,DRUG: Imipramine|BEHAVIORAL: Interpersonal Psychotherapy,University of Pittsburgh,PHASE4,"Western Psychiatric Institute and Cinic, Pittsburgh, Pennsylvania, 15213, United States",1987-12,1993-12
NCT05976347,Identifying and Treating Depression in the Orthopaedic Trauma Population,RECRUITING,Depression,DRUG: Fluoxetine 20 MG|DRUG: Duloxetine 30 MG|OTHER: Observation,Wake Forest University Health Sciences,PHASE4,"Wake Forest University Health Sciences, Winston-Salem, North Carolina, 27157, United States",2025-06-25,2026-05
NCT05008198,Assessing an EEG Biomarker of Response to TMS for Major Depression,ACTIVE_NOT_RECRUITING,Depression,OTHER: Transcranial Magnetic Stimulation,VA Office of Research and Development,,"White River Junction VA Medical Center, White River Junction, VT, White River Junction, Vermont, 05001-3833, United States",2021-08-19,2026-09-30
NCT00287703,Pulsed Electro Magnetic Fields (PEMF) Treatment in Patients With Treatment-Resistant Major Depression in Ongoing Pharmacological Treatment of Depression,COMPLETED,Depression,DEVICE: Pulsating Electro-Magnetic Fields|DEVICE: Pulsating Electro-Magnetic Fields sham,"Hillerod Hospital, Denmark",PHASE3,"Speciallægerne Falkoner Allé, Municipality of Frederiksberg, 2000, Denmark",2006-03,2009-03
NCT02429674,The Efficacy of a Depression Intervention for Adolescents With Depression and Sleep Disturbances,COMPLETED,Depression,BEHAVIORAL: TranS-C and IPT-A,New York State Psychiatric Institute,,"Pediatric Anxiety and Mood Research Clinic, New York State Psychiatric Institute, New York, New York, 10032, United States",2015-02,2021-01
NCT03811327,Zero-time Exercise for Depression,COMPLETED,Depression,BEHAVIORAL: Zero-time Exercise,Chinese University of Hong Kong,,"The Chinese University of Hong Kong, Shatin, Hong Kong",2019-05-01,2019-08-31
NCT05789186,Clinical Study of Cang Ai Volatile Oil (CAVO) on Mild to Moderate Depression in Children and Adolescents,UNKNOWN,Depression,DRUG: CAVO aromatherapy patch at 3% concentration+Fluoxetine hydrochloride mimetic|DRUG: Fluoxetine hydrochloride tablet+CAVO aromatherapy patch at 0.1% concentration|DRUG: Fluoxetine hydrochloride mimetic+CAVO aromatherapy patch at 0.1% concentration,Chen Qian,EARLY_PHASE1,"Yunnan Provincial Hospital of Traditional Chinese Medicine, Kunming, Yunnan, 650032, China",2023-05-01,2024-01-01
NCT06597695,A Ketamine-assisted Group Therapy Intervention for Spanish-speaking Adults With Depression,RECRUITING,Depression,DRUG: Ketamine-assisted psychotherapy,"Juliana Zambrano, MD, MPH",PHASE1|PHASE2,"Massachusetts General Hospital, Chelsea, Chelsea, Massachusetts, 02114, United States",2025-07-23,2026-07-01
NCT05396989,A Correlation Study of Cognitive Function in Patients With Depression,NOT_YET_RECRUITING,Depression,OTHER: No intervention,Central South University,,"Mental Health Institute of 2nd Xiangya Hospital,CSU, Changsha, Hunan, 410001, China",2024-05-06,2028-05-28
NCT06735885,fMRI Neurofeedback With Matter Neuroscience App,RECRUITING,Depression Mild|Depression|Depression Moderate,DEVICE: Matter Neuroscience App|OTHER: Stock Photos|OTHER: No Home Training|DEVICE: Personal Photos|OTHER: Home Training,Stanford University,,"Stanford University Brain Stimulation Lab, Stanford, California, 94304, United States",2025-08-12,2028-06-15
NCT03433651,Creatine Monohydrate Use for Preventing Altitude Induced Depression,WITHDRAWN,Depression,DRUG: Creatine monohydrate|DRUG: Placebo,Mike O'Callaghan Military Hospital,PHASE4,"Mike O'Callaghan Military Medical Center, Las Vegas, Nevada, 89191, United States",2019-01-01,2019-01-07
NCT05454761,Multicomponent Lifestyle Intervention for Depression Supported With Digital Health Technologies to Promote Adherence,UNKNOWN,Depression,BEHAVIORAL: Group-based Lifestyle Medicine Program,Chinese University of Hong Kong,,"The Chinese University of Hong Kong, Shatin, Hong Kong",2022-01-01,2024-12
NCT06217198,A Computerized Depression Intervention in Veterans,RECRUITING,Depression,BEHAVIORAL: Deprexis,VA Office of Research and Development,,"Central Texas Veterans Health Care System Waco VA Medical Center, Waco, TX, Waco, Texas, 76711, United States",2024-05-01,2029-04-30
NCT02691845,Initiating and Maintaining Physical Activity in Depressed Individuals,COMPLETED,Depression,BEHAVIORAL: BA (brief advice)|BEHAVIORAL: SHE (supervised and home-based exercise)|BEHAVIORAL: HE (health education)|BEHAVIORAL: CBEX (cognitive-behavioral sessions focused on increasing and maintaining exercise),Butler Hospital,,"Butler Hospital, Providence, Rhode Island, 02906, United States",2016-02,2021-03
NCT05172505,Transcranial Direct Current Stimulation in a Home Treatment Setting for Major Depression,UNKNOWN,Depression,DEVICE: prefrontal tDCS,Ludwig-Maximilians - University of Munich,,"Department of Psychiatry and Psychotherapy, Ludwig-Maximilian University Munich, Munich, 80336, Germany",2022-02-01,2023-04-01
NCT05601362,Evaluation of a Therapeutic Mobile App for Depression,COMPLETED,Depression,DEVICE: Gamified Attention Bias Modification|DEVICE: Gamified Placebo Training,University of Texas at Austin,,"Mary Eileen McNamara, Austin, Texas, 78712, United States",2023-03-30,2023-08-30
NCT03766074,Vitamin D Supplementation in Patients With Depression,UNKNOWN,Depression,DIETARY_SUPPLEMENT: vitamin D supplement|DIETARY_SUPPLEMENT: Placebo,"Tirang R. Neyestani, Ph.D.",,"National Nutrition and Food Technology Research Institute, Tehrān, Tehran Province, Iran",2018-05-06,2019-09
NCT04673513,Cognitive Behavioral Therapy for Depression: Helping Clients Learn New Skills,COMPLETED,Depression,OTHER: Psychotherapy,Ohio State University,,"Department of Psychology, The Ohio State University, Columbus, Ohio, 43210, United States",2020-12-11,2023-04-19
NCT06825507,Stepped Care Model of Lifestyle-based Mental Health Care for Depression,NOT_YET_RECRUITING,Depression,BEHAVIORAL: Lifestyle-based mental health care|OTHER: Care-as-usual,Chinese University of Hong Kong,,,2025-02,2026-06
NCT04631900,Spiritual Intervention for Persons With Depression,COMPLETED,Depression,BEHAVIORAL: Christianity approach as framework for spiritual intervention,City University of Hong Kong,,"City University of Hong Kong, Hong Kong, China",2021-11-27,2023-03-28
NCT05180136,Efficacy of Rice Bran Extract in Mildly to Moderately Depressed Adults,COMPLETED,Depression,DIETARY_SUPPLEMENT: Rice bran extract group|DIETARY_SUPPLEMENT: Control group,Pusan National University Yangsan Hospital,,"Pusan National University Yangsan Hospital, Yangsan, Gyeungsangnam-do, 50612, South Korea",2022-01-20,2022-12-31
NCT04082858,Ketamine Interleaved With Electroconvulsive Therapy for Depression,TERMINATED,Depression,DRUG: Ketamine|DRUG: Midazolam,"St Patrick's Hospital, Ireland",PHASE1,"St Patrick's University Hospital, Dublin, Co. Dublin, D08 K7YW, Ireland",2020-01-06,2020-06-03
NCT05931965,Combination Therapy of Different Antidepressants With Dietary Supplements,COMPLETED,Depression,DIETARY_SUPPLEMENT: L-methylfolate|DIETARY_SUPPLEMENT: Vitamin B12|DIETARY_SUPPLEMENT: magnesium,Riphah International University,,"Pakistan Railway Hospital, IIMC-T, Riphah International University, Rawalpindi, Punjab Province, Pakistan",2022-10-05,2023-08-31
NCT05732311,Intermittent Theta Burst Stimulation for Maintenance Therapy in Depression,RECRUITING,Depression,DEVICE: intermittend theta burst stimulation,"Berthold Langguth, MD, Ph.D.",,"Department of Psychiatry and Psychotherapy, University of Regensburg, Regensburg, 93055, Germany",2023-04-25,2026-02-28
NCT06097221,The Advance Project - Advancing Sleep Timing to Improve Depression,RECRUITING,Depression,BEHAVIORAL: CRT-Advance|BEHAVIORAL: Treatment as usual,University Hospital Bispebjerg and Frederiksberg,,"Mental Health Center Copenhagen, Copenhagen, Frederiksberg, 2000, Denmark",2024-04-01,2027-12
NCT06051864,Electrical Vestibular Nerve Stimulation (VeNS) As a Treatment for Depression,COMPLETED,Depression,DEVICE: Modius Mood Active Device|DEVICE: Sham Device,Neurovalens Ltd.,,"NRI Institute of Medical Sciences, Visakhapatnam, Andhra Pradesh, 531163, India",2023-12-03,2024-11-05
NCT02437357,A Trial on Metacognitive Training for Depression (D-MCT),COMPLETED,Depression,OTHER: Metacognitive Training|OTHER: Positivity Training,Universitätsklinikum Hamburg-Eppendorf,,"University Medical Center Hamburg-Eppendorf, Hamburg, 20246, Germany",2015-03,2016-06
NCT06174285,Effect of Psychedelic VR-augmented Therapy on Patients With Clinical Depression,RECRUITING,Depression,OTHER: Therapeutic Intervention with Psychedelic Virtual Reality|OTHER: Therapeutic Intervention with Non-Psychedelic Virtual Reality,University of Tartu,,"Confido Medical Centre, Tallinn, Harju, 10138, Estonia",2023-11-06,2026-06-30
NCT05143983,Perception of Music and Facial and Vocal Emotions in a Population With and Without Depression,UNKNOWN,Depression,BEHAVIORAL: Positive valence music|BEHAVIORAL: Neutral valence music,Hôpital le Vinatier,,"Centre Hospitalier Le Vinatier, Bron, 69678, France",2022-02-07,2022-09-01
NCT05436379,"Treatment, Emotion, and Neuromodulation of Depression (TREND) Study",COMPLETED,Depression,DEVICE: Theta Burst Stimulation,Erika Forbes,,"The University of Pittsburgh, Department of Psychiatry, Pittsburgh, Pennsylvania, 15213, United States",2022-06-17,2025-11-30
NCT05002309,Treatment Interrupts Depression Early,RECRUITING,Depression,BEHAVIORAL: Cognitive-Behavioural Therapy|DRUG: Antidepressant medication,Nova Scotia Health Authority,PHASE2,"Nova Scotia Health, Halifax, Nova Scotia, B#H 2E2, Canada|Centre intégré universitaire de santé et de services sociaux de l'Ouest-de-l'Île-de-Montréal / Centre de Recherche Douglas (Montreal West Island IUHSSC / Douglas Research Center), Montreal, Quebec, H4H 1R3, Canada",2021-12-02,2028-12-31
NCT01039740,Pharmacogenetic Study of Mirtazapine Response in Depressed Patients,UNKNOWN,Depression,DRUG: Mirtazapine,Samsung Medical Center,,"Samsung Medical Center, Kangnam, Seoul, 135-710, South Korea",2003-02,2018-12
NCT05138744,Behavioral Activation for Depression Through Virtual Reality,UNKNOWN,Depression,OTHER: Behavioral activation using virtual reality,Universitat Jaume I,,,2021-12-05,2022-02-20
NCT03191058,Confirmatory Efficacy and Safety Trial of Magnetic Seizure Therapy for Depression,COMPLETED,Depression|Unipolar Depression|Treatment Resistant Depression,DEVICE: Magnetic Seizure Therapy|DEVICE: Electroconvulsive Therapy,University of Texas Southwestern Medical Center,,"University of California San Diego, San Diego, California, 92127, United States|University of Texas Southwestern Medical Center, Dallas, Texas, 75390-9127, United States|Temerty Centre for Therapeutic Brain Intervention, Centre for Addiction and Mental Health, Toronto, Ontario, M6J 1H4, Canada",2018-06-26,2024-11-22
NCT00021528,Sequenced Treatment Alternatives to Relieve Depression (STAR*D),COMPLETED,Depression,DRUG: citalopram|DRUG: BuproprionSR|DRUG: buspirone|DRUG: Lithium|DRUG: mirtazapine|DRUG: nortriptyline|DRUG: sertraline|DRUG: tranylcypromine|DRUG: VenlafaxineXR|BEHAVIORAL: Cognitive Therapy|DRUG: T3 (Triiodothyronine),National Institute of Mental Health (NIMH),PHASE4,"Birmingham VA Medical Center, Birmingham, Alabama, 35223, United States|Tuscaloosa VA Mental Health Clinic - Veterans Only, Tuscaloosa, Alabama, 35404, United States|Tuscaloosa VA Primary Care Center, Tuscaloosa, Alabama, 35404, United States|Psychiatric Centers at San Diego, Chula Vista, California, 91910, United States|Harbor UCLA Family Health Care Center, Harbor City, California, 90710, United States|UCLA General Outpatient Psychiatry Clinic, Los Angeles, California, 90024, United States|UCLA Internal Medicine Clinic, Los Angeles, California, 90024, United States|UCSD Outpatient Psychiatric Services, San Diego, California, 92103, United States|Veterans Affairs Medical Center/FIRM Primary Care Clinic, San Diego, California, 92161, United States|Harbor UCLA Medical Center, Torrance, California, 90509, United States|Northwestern Outpatient Treatment Care Center, Chicago, Illinois, 60611, United States|University of Illinois at Chicago Clinic, Chicago, Illinois, 60612, United States|Evanston Outpatient Clinic, Evanston, Illinois, 60201, United States|COMCARE of Sedgwick County, Wichita, Kansas, 67203, United States|Psychiatric Outpatient Clinic, Wichita, Kansas, 67214-2878, United States|Swampscott Family Doctors, Boston, Massachusetts, 01907, United States|Internal Medicine Associates, Boston, Massachusetts, 02114, United States|MGH/Charlestown Clinic, Charlestown, Massachusetts, 02129, United States|MGH/Salem Professional, Salem, Massachusetts, 01970, United States|General Psychiatric Ambulatory Clinic, Ann Arbor, Michigan, 48105-0722, United States|Briarwood Family Practice Clinic, Ann Arbor, Michigan, 48109-0708, United States|LIJ/Zucker Hillside Adult Ambulatory Care Center, Glen Oaks, New York, 11004, United States|LIJ North Shore Medical Group, Lake Success, New York, 11040, United States|UNC Chapel Hill General Medicine Clinic, Chapel Hill, North Carolina, 27599-7110, United States|UNC Chapel Hill Adult Diagnostic & Treatment Clinic, Chapel Hill, North Carolina, 27599-7160, United States|UNC Chapel Hill Family Practice Clinic, Chapel Hill, North Carolina, 27955, United States|Springer Family Medicine, Tulsa, Oklahoma, 74135, United States|Laureate Psychiatric Clinic & Hospital, Tulsa, Oklahoma, 74136, United States|Warren Clinic, Tulsa, Oklahoma, 74136, United States|Diversified Human Services Clinic, Pittsburgh, Pennsylvania, 15062, United States|Latterman Family Health Center, Pittsburgh, Pennsylvania, 15132, United States|Bellefield Clinic of WPIC, Pittsburgh, Pennsylvania, 15213, United States|AMPN Corkery, Heise & Dainesi, Upper Saint Clair, Pennsylvania, 15317, United States|Psychiatric Consultants, P.C., Nashville, Tennessee, 37203, United States|Vanderbilt University Medical Center-Mental Health Center, Nashville, Tennessee, 37212, United States|Vine Hill Community Clinic, Nashville, Tennessee, 37212, United States|Centerstone/Luton Mental Health Services, Nashville, Tennessee, 37217, United States|The Holiner Psychiatric Group, Dallas, Texas, 75230, United States|UT Southwestern Family Medicine Clinic, Dallas, Texas, 75390, United States|MCV Primary Care Clinic, Richmond, Virginia, 23220, United States|MCV Family Counseling, Richmond, Virginia, 23298-0268, United States",2001-07,2006-09
NCT05725239,taVNS or TMS or Both for Depression,RECRUITING,Depression,DEVICE: Vagus Nerve Stimulation|DEVICE: Transcranial Magnetic Stimulation,Medical University of South Carolina,,"Medical University of South Carolina Institute of Psychiatry, Charleston, South Carolina, 29412, United States",2023-03-14,2026-07-01
NCT06400121,Apimostinel + Automated Neurocognitive Training for Depression,RECRUITING,Depression,"DRUG: Apimostinel Infusion, Intravenous|BEHAVIORAL: Cognitive Training|BEHAVIORAL: Sham Training|DRUG: Isotonic Solution, Intravenous",Rebecca Price,PHASE2,"Western Psychiatric Institute and Clinic, Pittsburgh, Pennsylvania, 15213, United States",2024-10-28,2029-12-01
NCT04832685,Neuromodulation of Mind-Wandering in Depression,ACTIVE_NOT_RECRUITING,Depression,DEVICE: BrainSonix Pulsar 1002,Massachusetts General Hospital,,"Massachusetts General Hospital, Boston, Massachusetts, 02114, United States",2023-03-20,2026-12
NCT00030147,Raloxifene and Rimostil for Perimenopause-Related Depression,COMPLETED,Perimenopausal Depression|Depression,DRUG: Raloxifene|DRUG: Rimostil|DRUG: Transdermal Estradiol|DRUG: Placebo skin patch and placebo tablets,National Institute of Mental Health (NIMH),PHASE4,"National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, 20892, United States",2002-02,2015-06
NCT05455827,Using Functional MRI Neurofeedback to Modulate Self-blame in Major Depressive Disorder,COMPLETED,Depression,OTHER: fMRI neurofeedback (A)|OTHER: fMRI neurofeedback (B),Brighton & Sussex Medical School,,"CISC, Brighton and Sussex Medical School., Brighton, East Sussex, BN1 9RY, United Kingdom",2023-02-28,2024-08-01
NCT03708172,rTMS and Cognitive Training in Youth Depression,COMPLETED,Depression,DEVICE: Repetitive Transcranial Magnetic Stimulation|OTHER: Cognitive Training|OTHER: sham Cognitive Training,Centre for Addiction and Mental Health,,"Centre for Addiction and Mental Health, Toronto, Ontario, M6J 1H4, Canada",2017-08-01,2019-05-31
NCT04660253,Feasibility and Acceptability of Culturally Adapted Group Psychosocial Intervention for Depressed Fathers,COMPLETED,Depression,BEHAVIORAL: LTP Plus Dads,Pakistan Institute of Living and Learning,,,2009-08-01,2010-09-30
NCT04189939,Computational Psychiatric Approach to Depression,COMPLETED,Depression|Treatment Resistant Depression,OTHER: clinical assessments,Wake Forest University Health Sciences,,"Wake Forest School of Medicine, Winston-Salem, North Carolina, 27157, United States",2020-03-09,2023-07-10
NCT00719979,Effectiveness of a Technology Assisted Behavioral Intervention in Assisting People With Major Depressive Disorder,COMPLETED,Depression,BEHAVIORAL: Behavioral intervention (iCBT + TeleCoach)|BEHAVIORAL: Internet-based cognitive behavioral therapy (I-CBT)|BEHAVIORAL: Treatment as usual / Wait-list control,Northwestern University,PHASE1,"Northwestern University, Chicago, Illinois, 60612, United States",2009-09,2012-07
NCT04303325,Effect of Esketamine on Postoperative Depression、Gut Microbiota、Bispectral Index Data of Depression Patients Undergoing Breast Cancer Operation (ESPOD-BI),RECRUITING,Depression,DRUG: Esketamine|DRUG: Saline Solution,"China Medical University, China",PHASE4,"the First Hospital of China Medical University, Shenyang, Liaoning, 110001, China",2021-10-08,2024-12-30
NCT04568317,Smartwatch-supported Internet-delivered Intervention for Depression,COMPLETED,Depression,BEHAVIORAL: Space from Depression|DEVICE: Mood Monitor watch app,Silver Cloud Health,,"Berkshire Healthcare NHS Foundation Trust, Bracknell, Berkshire, RG12 1BQ, United Kingdom",2020-11-30,2021-09-01
NCT05123872,Transcranial Direct Current Stimulation as Home Treatment in Depression,COMPLETED,Depression,DEVICE: tDCS,University of Regensburg,,"Department of Psychiatry and Psychotherapy, University of Regensburg, Regensburg, 93055, Germany",2021-11-01,2023-04-30
NCT03983291,FaReWell Depression - Facial Exercise Program to Treat Depression,RECRUITING,Depression,BEHAVIORAL: FaReWell Depression,Zentrum für Angst und Depressionsbehandlung Zürich,,"Zentrum für Angst- und Depressionsbehandlung, Zurich, 8008, Switzerland",2019-06-01,2025-12-01
NCT02847533,Inflammatory Markers and Resistant Depression,UNKNOWN,Depression,PROCEDURE: blood sample|BEHAVIORAL: psychometric scales,Centre Hospitalier Universitaire de Besancon,,"CHU Besançon, Besançon, 25000, France",2016-09,2018-12
NCT06245096,Evaluating Process of Change in Cognitive Behavioral Therapy and Acceptance and Commitment Therapy for Depression,ACTIVE_NOT_RECRUITING,Depression,BEHAVIORAL: Cognitive Behavioral Therapy|BEHAVIORAL: Acceptance and Commitment Therapy,University of Southern California,,"University of Southern California, Los Angeles, California, 90007, United States",2024-01-15,2026-04-27
NCT00257400,Comparison of Two Psychotherapy Treatments for Depressed Women With a History of Sexual Abuse,COMPLETED,Depression,BEHAVIORAL: Interpersonal Psychotherapy (IPT)|BEHAVIORAL: Individual Psychotherapy,University of Rochester,PHASE1|PHASE2,"University of Rochester Medical Center, Rochester, New York, 14642, United States",2003-05,2007-08
NCT04850937,Effect of Low-dose Esketamine on Postoperative Depression in Patients With Breast Cancer,COMPLETED,Depression,DRUG: Esketamine|DRUG: normal saline,Yangzhou University,,"Affiliated hospital of yangzhou university, Yangzhou, Jiangsu, 225100, China",2021-02-10,2022-05-10
NCT00226642,Treatment of Mild and Subthreshold Depressive Disorders,UNKNOWN,Depression,DRUG: Sertralin|BEHAVIORAL: Cognitive-behavioral therapy|DRUG: Placebo|BEHAVIORAL: Non-specific supporting group therapy,Ludwig-Maximilians - University of Munich,PHASE4,"Ludwig-Maximilians-University, Department of Psychiatry, Munich, Germany",,
NCT04586699,Meditation Accelerated Brain Stimulation for Depression,ACTIVE_NOT_RECRUITING,Depression,DEVICE: Medi1TMS|DEVICE: Medi2TMS,"University of California, San Diego",,"Neuromodulation Clinic Veterans Affairs San Diego, San Diego, California, 92037, United States|UC San Diego Health Psychiatry, San Diego, California, 92127, United States",2021-07-15,2026-06-30
NCT04110041,Effects of Aerobic Exercise Intensity on Clinical & Neural Outcomes in Depressed Youth,UNKNOWN,Depression,BEHAVIORAL: Aerobic Exercise,The Royal's Institute of Mental Health Research,,"University of Ottawa Institute of Mental Health Research, Ottawa, Ontario, K1Z 7K4, Canada",2018-08-07,2025-09-01
NCT05525689,Evaluating Technology Enabled Services in Perinatal Depression,COMPLETED,Depression,BEHAVIORAL: IntelliCare|OTHER: COMPASS-Care,Northwestern University,,"Prentice Women's Hospital, Chicago, Illinois, 60611, United States",2022-06-16,2024-04-15
NCT00253266,Venlafaxine Augmentation in Treatment Resistant Depression,COMPLETED,Depression,DRUG: Venlafaxine|DRUG: Quetiapine,Max-Planck-Institute of Psychiatry,PHASE4,"Max Planck Institute of Psychiatry, Munich, Bavaria, 80804, Germany",2008-04,2014-08
NCT03831360,Treatments for Improving Mood in Depressed Teens-3,COMPLETED,Depression,BEHAVIORAL: Yoga|BEHAVIORAL: Group CBT,Brown University,,"Butler Hospital, Providence, Rhode Island, 02906, United States",2019-10-21,2021-09-29
NCT03831347,Treatments for Improving Mood in Depressed Teens-2,COMPLETED,Depression,BEHAVIORAL: Hatha Yoga,Brown University,,"Butler Hospital, Providence, Rhode Island, 02906, United States",2019-03-01,2019-08-29
NCT03887390,Depression Medication Choice Decision Aid,TERMINATED,Depression,BEHAVIORAL: Depression Medication Choice,Laval University,,"Groupe de médecine de famille universitaire Maizerets, Québec, G1J 2G1, Canada",2019-07-22,2020-03-20
NCT03175887,Investigational TMS Treatment for Depression,WITHDRAWN,Depression|Treatment Resistant Depression,DEVICE: TMS,White River Junction Veterans Affairs Medical Center,,"White River Junction VA Medical Center, White River Junction, Vermont, 05009, United States",2021-09,2022-09
NCT05804708,Phase 2 Clinical Trial of GH001 in Postpartum Depression,TERMINATED,Postpartum Depression|Postnatal Depression,DRUG: GH001,GH Research Ireland Limited,PHASE2,"Amsterdam UMC, Amsterdam, Netherlands|Clerkenwell Health, London, United Kingdom|St. Pancras Clinical Research, London, United Kingdom|Sheffield Health and Social Care NHS Foundation, Sheffield, United Kingdom",2023-03-02,2024-11-15
NCT03119597,An Investigation Into the Effects of Blueberry Anthocyanin on Cognitive Functioning and Mood in Adolescents.,COMPLETED,Depression,DIETARY_SUPPLEMENT: Wild Blueberry Powder-13g|DIETARY_SUPPLEMENT: Placebo,University of Reading,,"University of Reading, Reading, Berkshire, RG6 6AL, United Kingdom",2017-01-12,2018-12-22
NCT02901249,Cost- Effectiveness and Quality of Life Assessment in Major Depression Disorder,COMPLETED,Depression,DRUG: sertraline|DRUG: Nortriptyline|DRUG: Lithium,Federal University of Rio Grande do Sul,PHASE4,,2010-05,2015-09
NCT06580249,Efficacy and Mechanism of rTMS on the Symptoms of Pleasure Deficit in Adolescent Depression,RECRUITING,Depression,DEVICE: Repetitive transcranial magnetic stimulation,Xijing Hospital,,"XijingH, Xi'an, Shaanxi, 710032, China",2024-09-05,2025-12-31
NCT01454141,Cognitive Control Training for Depression,COMPLETED,Depression,OTHER: Cognitive Control Training|OTHER: Peripheral Vision Task,Boston University,,"Boston University, Boston, Massachusetts, 02215, United States",2010-07,2011-06
